well	X	Y	MD	TVDSS	INCL	AZIM
Well-37	522268.95	3389499.77	0	-21.7	0	0
Well-37	522268.95	3389499.77	77	55.3	0	0
Well-37	522268.95	3389499.77	92.62	70.92	0	0
Well-37	522268.95	3389499.77	110	88.3	2.26E-06	0
Well-37	522269.221	3389500.091	134.1175	112.412	1.223660906	40.2
Well-37	522270.499	3389501.605	167.7203	145.94	3.823677807	40.2
Well-37	522270.796	3389501.957	173.0245	151.22	5.475208039	40.2
Well-37	522272.837	3389504.375	201.4892	179.468	7.074401225	40.2
Well-37	522276.256	3389508.424	235.5243	212.996	9.902882443	40.2
Well-37	522280.787	3389513.791	269.9345	246.524	13.00198952	40.2
Well-37	522286.472	3389520.525	304.8408	280.052	16.15463293	40.2
Well-37	522293.368	3389528.693	340.3763	313.58	19.35085889	40.2
Well-37	522297.795	3389533.937	360.6449	332.39	21.86922361	40.2
Well-37	522301.55	3389538.385	376.6961	347.108	23.51713402	40.2
Well-37	522302.938	3389540.029	382.4018	352.3	24.49917724	40.2
Well-37	522311.115	3389549.715	413.9861	380.636	26.21346348	40.2
Well-37	522315.98	3389555.477	431.4134	395.9623	28.4248717	40.2
Well-37	522321.951	3389562.55	452.2694	414.164	29.22230758	40.2
Well-37	522332.948	3389575.576	490.6858	447.692	29.21993743	40.2
Well-37	522337.704	3389581.209	507.298	462.19	29.22230512	40.2
Well-37	522343.946	3389588.603	529.1022	481.22	29.21813342	40.2
Well-37	522354.944	3389601.63	567.5186	514.748	29.21993743	40.2
Well-37	522365.941	3389614.657	605.935	548.276	29.21993743	40.2
Well-37	522376.939	3389627.683	644.3503	581.804	29.21700413	40.2
Well-37	522387.936	3389640.71	682.7667	615.332	29.21993743	40.2
Well-37	522398.934	3389653.737	721.1831	648.86	29.21993743	40.2
Well-37	522409.932	3389666.763	759.5995	682.388	29.21993743	40.2
Well-37	522420.929	3389679.79	798.0159	715.916	29.21993743	40.2
Well-37	522431.927	3389692.817	836.4312	749.444	29.21700413	40.2
Well-37	522442.924	3389705.844	874.8476	782.972	29.21993743	40.2
Well-37	522453.922	3389718.87	913.264	816.5	29.21993743	40.2
Well-37	522462.726	3389729.299	944.0178	843.34	29.22164912	40.2
Well-37	522464.92	3389731.897	951.6804	850.028	29.21306664	40.2
Well-37	522475.917	3389744.924	990.0968	883.556	29.21993743	40.2
Well-37	522486.915	3389757.951	1028.5132	917.084	29.21993743	40.2
Well-37	522497.912	3389770.977	1066.9285	950.612	29.21700413	40.2
Well-37	522508.91	3389784.004	1105.3449	984.14	29.21993743	40.2
Well-37	522511.58	3389787.167	1114.6718	992.28	29.22085697	40.2
Well-37	522519.908	3389797.031	1143.7613	1017.668	29.21964259	40.2
Well-37	522530.905	3389810.057	1182.1777	1051.196	29.21993743	40.2
Well-37	522541.903	3389823.084	1220.5941	1084.724	29.21993743	40.2
Well-37	522552.901	3389836.111	1259.0105	1118.252	29.21993743	40.2
Well-37	522563.898	3389849.138	1297.4258	1151.78	29.21700413	40.2
Well-37	522574.896	3389862.164	1335.8422	1185.308	29.21993743	40.2
Well-37	522585.893	3389875.191	1374.2586	1218.836	29.21993743	40.2
Well-37	522596.891	3389888.218	1412.675	1252.364	29.21993743	40.2
Well-37	522607.889	3389901.245	1451.0914	1285.892	29.21993743	40.2
Well-37	522609.758	3389903.458	1457.6199	1291.59	29.2156789	40.2
Well-37	522618.886	3389914.271	1489.5078	1319.42	29.22080922	40.2
Well-37	522629.884	3389927.298	1527.9231	1352.948	29.21700413	40.2
Well-37	522640.881	3389940.325	1566.3395	1386.476	29.21993743	40.2
Well-37	522651.879	3389953.352	1604.7559	1420.004	29.21993743	40.2
Well-37	522662.877	3389966.378	1643.1723	1453.532	29.21993743	40.2
Well-37	522673.874	3389979.405	1681.5887	1487.06	29.21993743	40.2
Well-37	522684.872	3389992.432	1720.004	1520.588	29.21700413	40.2
Well-37	522687.802	3389995.902	1730.2384	1529.52	29.2210355	40.2
Well-37	522695.869	3390005.458	1758.4204	1554.116	29.21953865	40.2
Well-37	522706.867	3390018.485	1796.8368	1587.644	29.21993743	40.2
Well-37	522717.865	3390031.512	1835.2532	1621.172	29.21993743	40.2
Well-37	522728.862	3390044.539	1873.6696	1654.7	29.21993743	40.2
Well-37	522739.86	3390057.565	1912.086	1688.228	29.21993743	40.2
Well-37	522750.858	3390070.592	1950.5013	1721.756	29.21700413	40.2
Well-37	522757.439	3390078.388	1973.4913	1741.82	29.22287029	40.2
Well-37	522761.855	3390083.619	1988.9177	1755.284	29.21556607	40.2
Well-37	522772.853	3390096.646	2027.3341	1788.812	29.21993743	40.2
Well-37	522781.18	3390106.51	2056.4236	1814.2	29.21964259	40.2
Well-37	522783.85	3390109.672	2065.7505	1822.34	29.22085697	40.2
Well-37	522792.366	3390119.759	2095.4956	1848.3	29.22034507	40.2
Well-37	522792.979	3390120.485	2097.6384	1850.17	29.22725153	40.2
Well-37	522794.848	3390122.699	2104.1669	1855.868	29.2156789	40.2
Well-37	522798.68	3390127.238	2117.5517	1867.55	29.21655664	40.2
Well-37	522800.953	3390129.93	2125.4926	1874.48	29.22641708	40.2
Well-37	522805.846	3390135.726	2142.5833	1889.396	29.21957403	40.2
Well-37	522816.843	3390148.753	2180.9986	1922.924	29.21700413	40.2
Well-37	522822.963	3390156.001	2202.3749	1941.58	29.22111339	40.2
Well-37	522827.841	3390161.779	2219.415	1956.452	29.21846215	40.2
Well-37	522828.375	3390162.412	2221.2806	1958.08	29.23293384	40.2
Well-37	522830.18	3390164.55	2227.5858	1963.5833	29.21207287	40.2
Well-37	522833.178	3390168.101	2238.0578	1972.7221	29.22735277	40.2
Well-37	522838.838	3390174.806	2257.8314	1989.98	29.21729076	40.2
Well-37	522846.14	3390183.454	2283.3349	2012.2385	29.2187285	40.2
Well-36	522259.31	3389488.28	0	-21.7	0	0
Well-36	522259.31	3389488.28	77	55.3	0	0
Well-36	522259.31	3389488.28	92.62	70.92	0	0
Well-36	522259.31	3389488.28	110	88.3	2.26E-06	0
Well-36	522259.294	3389488.263	115.7101	94.0101	0	222.8
Well-36	522259.191	3389488.152	134.1131	112.412	0.626457803	222.8
Well-36	522259.003	3389487.949	167.6422	145.94	0.464113512	222.8
Well-36	522258.974	3389487.917	172.9222	151.22	5.92E-06	222.8
Well-36	522258.816	3389487.746	201.1713	179.468	0.50563028	222.8
Well-36	522258.628	3389487.544	234.7015	212.996	0.656346651	222.8
Well-36	522258.44	3389487.341	268.2306	246.524	0.464113512	222.8
Well-36	522258.253	3389487.139	301.7597	280.052	0.464113512	222.8
Well-36	522258.065	3389486.936	335.2888	313.58	0.464113512	222.8
Well-36	522257.96	3389486.822	354.0999	332.39	0.619625087	222.8
Well-36	522257.877	3389486.733	368.819	347.108	0.7004805	222.8
Well-36	522257.848	3389486.702	374.011	352.3	0	222.8
Well-36	522257.69	3389486.531	402.3481	380.636	0.504844555	222.8
Well-36	522257.502	3389486.328	435.8772	414.164	0.464113512	222.8
Well-36	522257.315	3389486.126	469.4063	447.692	0.464113512	222.8
Well-36	522257.233	3389486.038	483.9054	462.19	0.705774879	222.8
Well-36	522257.127	3389485.923	502.9365	481.22	0.616033201	222.8
Well-36	522256.939	3389485.72	536.4656	514.748	0.464113512	222.8
Well-36	522256.752	3389485.518	569.9947	548.276	0.464113512	222.8
Well-36	522256.564	3389485.315	603.5238	581.804	0.464113512	222.8
Well-36	522256.376	3389485.113	637.054	615.332	0.656346651	222.8
Well-36	522256.189	3389484.91	670.5831	648.86	0.464113512	222.8
Well-36	522256.001	3389484.708	704.1122	682.388	0.464113512	222.8
Well-36	522255.813	3389484.505	737.6413	715.916	0.464113512	222.8
Well-36	522255.626	3389484.302	771.1715	749.444	0.656346651	222.8
Well-36	522255.438	3389484.1	804.7006	782.972	0.464113512	222.8
Well-36	522255.25	3389483.897	838.2297	816.5	0.464113512	222.8
Well-36	522255.1	3389483.735	865.0708	843.34	0.518722756	222.8
Well-36	522255.063	3389483.695	871.7588	850.028	0	222.8
Well-36	522254.875	3389483.492	905.289	883.556	0.656346651	222.8
Well-36	522254.687	3389483.289	938.8181	917.084	0.464113512	222.8
Well-36	522254.5	3389483.087	972.3472	950.612	0.464113512	222.8
Well-36	522254.312	3389482.884	1005.8763	984.14	0.464113512	222.8
Well-36	522254.267	3389482.835	1014.0174	992.28	0.941883781	222.8
Well-36	522254.124	3389482.682	1039.4065	1017.668	0.533349494	222.8
Well-36	522253.937	3389482.479	1072.9356	1051.196	0.464113512	222.8
Well-36	522253.749	3389482.276	1106.4647	1084.724	0.464113512	222.8
Well-36	522253.561	3389482.074	1139.9938	1118.252	0.464113512	222.8
Well-36	522253.374	3389481.871	1173.524	1151.78	0.656346651	222.8
Well-36	522253.186	3389481.669	1207.0531	1185.308	0.464113512	222.8
Well-36	522252.999	3389481.466	1240.5822	1218.836	0.464113512	222.8
Well-36	522252.811	3389481.264	1274.1113	1252.364	0.464113512	222.8
Well-36	522252.623	3389481.061	1307.6415	1285.892	0.656346651	222.8
Well-36	522252.591	3389481.027	1313.3395	1291.59	0	222.8
Well-36	522252.436	3389480.858	1341.1706	1319.42	0.509413227	222.8
Well-36	522252.248	3389480.656	1374.6997	1352.948	0.464113512	222.8
Well-36	522252.06	3389480.453	1408.2288	1386.476	0.464113512	222.8
Well-36	522251.873	3389480.251	1441.759	1420.004	0.656346651	222.8
Well-36	522251.685	3389480.048	1475.2881	1453.532	0.464113512	222.8
Well-36	522251.497	3389479.845	1508.8172	1487.06	0.464113512	222.8
Well-36	522251.31	3389479.643	1542.3463	1520.588	0.464113512	222.8
Well-36	522251.26	3389479.589	1551.2794	1529.52	0.899160731	222.8
Well-36	522251.122	3389479.44	1575.8765	1554.116	0.541868167	222.8
Well-36	522250.934	3389479.238	1609.4056	1587.644	0.464113512	222.8
Well-36	522250.747	3389479.035	1642.9347	1621.172	0.464113512	222.8
Well-36	522250.559	3389478.832	1676.4638	1654.7	0.464113512	222.8
Well-36	522250.371	3389478.63	1709.994	1688.228	0.656346651	222.8
Well-36	522250.184	3389478.427	1743.5231	1721.756	0.464113512	222.8
Well-36	522250.071	3389478.306	1763.5882	1741.82	0.599950325	222.8
Well-36	522249.996	3389478.225	1777.0522	1755.284	0	222.8
Well-36	522249.808	3389478.022	1810.5813	1788.812	0.464113512	222.8
Well-36	522249.666	3389477.869	1835.9704	1814.2	0.533349494	222.8
Well-36	522249.621	3389477.82	1844.1115	1822.34	0.94188378	222.8
Well-36	522249.476	3389477.663	1870.0726	1848.3	0.527441091	222.8
Well-36	522249.465	3389477.651	1871.9426	1850.17	0	222.8
Well-36	522249.433	3389477.617	1877.6406	1855.868	0	222.8
Well-36	522249.368	3389477.546	1889.3226	1867.55	1.13E-05	222.8
Well-36	522249.329	3389477.504	1896.2526	1874.48	0	222.8
Well-36	522249.246	3389477.414	1911.1697	1889.396	0.695816048	222.8
Well-36	522249.058	3389477.212	1944.6988	1922.924	0.464113512	222.8
Well-36	522248.953	3389477.099	1963.3559	1941.58	0.622177121	222.8
Well-36	522248.87	3389477.009	1978.2136	1956.4377	0	222.8
Well-36	522248.87	3389477.009	1978.229	1956.452	21.7867893	222.8
Well-36	522248.861	3389476.999	1979.857	1958.08	0	222.8
Well-36	522248.683	3389476.807	2011.7581	1989.98	0.475808714	222.8
Well-36	522248.67	3389476.793	2014.0021	1992.224	0	222.8
Well-36	522248.614	3389476.733	2024	2002.2219	0	222.8
Well-36	522248.613	3389476.732	2024.1078	2002.3297	0	222.8
Well-64	522249.67	3389476.79	0	-21.7	0	0
Well-64	522249.67	3389476.79	77	55.3	0	0
Well-64	522249.67	3389476.79	92.62	70.92	0	0
Well-64	522249.67	3389476.79	110	88.3	2.26E-06	0
Well-64	522249.635	3389477.208	134.1175	112.412	1.223660906	355.2
Well-64	522249.468	3389479.183	167.7203	145.94	3.823677807	355.2
Well-64	522249.429	3389479.642	173.0245	151.22	5.475208039	355.2
Well-64	522249.162	3389482.795	201.4892	179.468	7.074401225	355.2
Well-64	522248.716	3389488.076	235.5243	212.996	9.902882443	355.2
Well-64	522248.124	3389495.074	269.9345	246.524	13.00198952	355.2
Well-64	522247.381	3389503.855	304.8408	280.052	16.15463293	355.2
Well-64	522246.48	3389514.508	340.3763	313.58	19.35085889	355.2
Well-64	522245.902	3389521.345	360.6449	332.39	21.86922361	355.2
Well-64	522245.412	3389527.147	376.6961	347.108	23.51713402	355.2
Well-64	522245.23	3389529.291	382.4018	352.3	24.49917724	355.2
Well-64	522244.162	3389541.921	413.9861	380.636	26.21346348	355.2
Well-64	522242.716	3389559.023	452.4707	414.164	29.40095542	355.2
Well-64	522241.051	3389578.709	492.4315	447.692	32.96298566	355.2
Well-64	522240.257	3389588.104	510.2581	462.19	35.58244978	355.2
Well-64	522239.139	3389601.32	534.2392	481.22	37.48227951	355.2
Well-64	522238.162	3389612.876	554.3043	496.7069	39.48125122	355.2
Well-64	522236.986	3389626.781	577.9917	514.748	40.3916488	355.2
Well-64	522234.801	3389652.621	622.0126	548.276	40.39116647	355.2
Well-64	522232.616	3389678.461	666.0335	581.804	40.39116647	355.2
Well-64	522230.431	3389704.302	710.0544	615.332	40.39116647	355.2
Well-64	522228.246	3389730.142	754.0753	648.86	40.39116647	355.2
Well-64	522226.06	3389755.982	798.0962	682.388	40.39116647	355.2
Well-64	522223.875	3389781.822	842.1171	715.916	40.39116647	355.2
Well-64	522221.69	3389807.663	886.138	749.444	40.39116647	355.2
Well-64	522219.505	3389833.503	930.1589	782.972	40.39116647	355.2
Well-64	522217.32	3389859.343	974.1798	816.5	40.39116647	355.2
Well-64	522215.57	3389880.029	1009.4205	843.34	40.39283263	355.2
Well-64	522215.135	3389885.184	1018.2007	850.028	40.38447849	355.2
Well-64	522212.949	3389911.024	1062.2227	883.556	40.39284918	355.2
Well-64	522210.764	3389936.864	1106.2436	917.084	40.39116647	355.2
Well-64	522208.579	3389962.705	1150.2645	950.612	40.39116647	355.2
Well-64	522206.394	3389988.545	1194.2854	984.14	40.39116647	355.2
Well-64	522205.863	3389994.818	1204.973	992.28	40.39186686	355.2
Well-64	522204.209	3390014.385	1238.3063	1017.668	40.3909419	355.2
Well-64	522202.024	3390040.225	1282.3272	1051.196	40.39116647	355.2
Well-64	522199.838	3390066.066	1326.3481	1084.724	40.39116647	355.2
Well-64	522197.653	3390091.906	1370.369	1118.252	40.39116647	355.2
Well-64	522195.468	3390117.746	1414.3899	1151.78	40.39116647	355.2
Well-64	522193.283	3390143.587	1458.4108	1185.308	40.39116647	355.2
Well-64	522191.098	3390169.427	1502.4317	1218.836	40.39116647	355.2
Well-64	522188.913	3390195.267	1546.4526	1252.364	40.39116647	355.2
Well-64	522186.728	3390221.107	1590.4735	1285.892	40.39116647	355.2
Well-64	522186.356	3390225.499	1597.9557	1291.59	40.39978644	355.2
Well-64	522184.542	3390246.948	1634.4944	1319.42	40.38940113	355.2
Well-64	522182.357	3390272.788	1678.5164	1352.948	40.39284918	355.2
Well-64	522180.172	3390298.628	1722.5373	1386.476	40.39116647	355.2
Well-64	522177.987	3390324.469	1766.5582	1420.004	40.39116647	355.2
Well-64	522175.802	3390350.309	1810.5791	1453.532	40.39116647	355.2
Well-64	522173.617	3390376.149	1854.6	1487.06	40.39116647	355.2
Well-64	522171.431	3390401.989	1898.6209	1520.588	40.39116647	355.2
Well-64	522170.849	3390408.873	1910.348	1529.52	40.38971574	355.2
Well-64	522169.246	3390427.83	1942.6418	1554.116	40.39169327	355.2
Well-64	522167.061	3390453.67	1986.6627	1587.644	40.39116647	355.2
Well-64	522164.876	3390479.51	2030.6836	1621.172	40.39116647	355.2
Well-64	522162.691	3390505.351	2074.7045	1654.7	40.39116647	355.2
Well-64	522160.506	3390531.191	2118.7254	1688.228	40.39116647	355.2
Well-64	522158.32	3390557.031	2162.7463	1721.756	40.39116647	355.2
Well-64	522157.013	3390572.495	2189.0902	1741.82	40.3929156	355.2
Well-64	522156.135	3390582.871	2206.7672	1755.284	40.38855963	355.2
Well-64	522153.95	3390608.712	2250.7881	1788.812	40.39116647	355.2
Well-64	522152.296	3390628.279	2284.1225	1814.2	40.39316413	355.2
Well-64	522151.765	3390634.552	2294.809	1822.34	40.38493464	355.2
Well-64	522150.073	3390654.56	2328.8936	1848.3	40.39151443	355.2
Well-64	522149.951	3390656.001	2331.3488	1850.17	40.39023597	355.2
Well-64	522149.58	3390660.392	2338.831	1855.868	40.39978644	355.2
Well-64	522148.818	3390669.396	2354.1683	1867.55	40.38813342	355.2
Well-64	522148.367	3390674.737	2363.2675	1874.48	40.39406706	355.2
Well-64	522147.395	3390686.233	2382.8519	1889.396	40.39219398	355.2
Well-64	522145.21	3390712.073	2426.8728	1922.924	40.39116647	355.2
Well-64	522143.994	3390726.451	2451.3676	1941.58	40.39180147	355.2
Well-64	522143.852	3390728.127	2454.2221	1943.7547	40.37246321	355.2
Well-64	522143.024	3390737.913	2470.8937	1956.452	40.39343518	355.2
Well-64	522142.918	3390739.168	2473.031	1958.08	40.38493464	355.2
Well-64	522142.42	3390745.06	2483.0685	1965.725	40.3906701	355.2
Well-64	522140.839	3390763.754	2514.9146	1989.98	40.39174113	355.2
Well-64	522139.817	3390775.837	2535.5	2005.6583	40.39257293	355.2
Well-64	522139.569	3390778.772	2540.4995	2009.4665	40.38427374	355.2
Well-7	522240.03	3389465.3	0	-21.7	0	0
Well-7	522240.03	3389465.3	77	55.3	0	0
Well-7	522240.03	3389465.3	92.62	70.92	0	0
Well-7	522240.03	3389465.3	110	88.3	2.26E-06	0
Well-7	522240.355	3389465.035	134.1175	112.412	1.223660906	129.2
Well-7	522241.89	3389463.782	167.7203	145.94	3.823677807	129.2
Well-7	522242.248	3389463.49	173.0245	151.22	5.475208039	129.2
Well-7	522244.699	3389461.49	201.4892	179.468	7.074401225	129.2
Well-7	522248.806	3389458.14	235.5243	212.996	9.902882443	129.2
Well-7	522254.247	3389453.7	269.9345	246.524	13.00198952	129.2
Well-7	522261.076	3389448.129	304.8408	280.052	16.15463293	129.2
Well-7	522269.359	3389441.37	340.3763	313.58	19.35085889	129.2
Well-7	522274.676	3389437.032	360.6449	332.39	21.86922361	129.2
Well-7	522279.187	3389433.352	376.6961	347.108	23.51713402	129.2
Well-7	522280.854	3389431.992	382.4018	352.3	24.49917724	129.2
Well-7	522290.675	3389423.979	413.9861	380.636	26.21346348	129.2
Well-7	522300.666	3389415.827	443.2758	406.2594	28.97557456	129.2
Well-7	522303.919	3389413.173	452.4311	414.164	30.30056171	129.2
Well-7	522317.718	3389401.914	491.2622	447.692	30.29590236	129.2
Well-7	522323.685	3389397.046	508.0537	462.19	30.2980142	129.2
Well-7	522331.517	3389390.655	530.0944	481.22	30.29918751	129.2
Well-7	522345.317	3389379.396	568.9266	514.748	30.29868017	129.2
Well-7	522359.116	3389368.138	607.7577	548.276	30.29590236	129.2
Well-7	522372.915	3389356.879	646.5899	581.804	30.29868017	129.2
Well-7	522386.714	3389345.62	685.4221	615.332	30.29868017	129.2
Well-7	522400.513	3389334.361	724.2543	648.86	30.29868017	129.2
Well-7	522414.313	3389323.102	763.0854	682.388	30.29590236	129.2
Well-7	522428.112	3389311.844	801.9176	715.916	30.29868017	129.2
Well-7	522441.911	3389300.585	840.7498	749.444	30.29868017	129.2
Well-7	522455.71	3389289.326	879.5809	782.972	30.29590236	129.2
Well-7	522469.509	3389278.067	918.4131	816.5	30.29868017	129.2
Well-7	522480.556	3389269.054	949.4991	843.34	30.29822481	129.2
Well-7	522483.309	3389266.808	957.2453	850.028	30.30050746	129.2
Well-7	522497.108	3389255.55	996.0764	883.556	30.29590236	129.2
Well-7	522510.907	3389244.291	1034.9086	917.084	30.29868017	129.2
Well-7	522524.706	3389233.032	1073.7408	950.612	30.29868017	129.2
Well-7	522538.506	3389221.773	1112.5719	984.14	30.29590236	129.2
Well-7	522541.856	3389219.04	1122	992.28	30.30216313	129.2
Well-7	522552.305	3389210.514	1151.4041	1017.668	30.29756331	129.2
Well-7	522566.104	3389199.256	1190.2363	1051.196	30.29868017	129.2
Well-7	522579.903	3389187.997	1229.0685	1084.724	30.29868017	129.2
Well-7	522593.702	3389176.738	1267.8996	1118.252	30.29590236	129.2
Well-7	522607.502	3389165.479	1306.7318	1151.78	30.29868017	129.2
Well-7	522621.301	3389154.22	1345.564	1185.308	30.29868017	129.2
Well-7	522635.1	3389142.962	1384.3951	1218.836	30.29590236	129.2
Well-7	522648.899	3389131.703	1423.2273	1252.364	30.29868017	129.2
Well-7	522662.698	3389120.444	1462.0595	1285.892	30.29868017	129.2
Well-7	522665.044	3389118.531	1468.6584	1291.59	30.2907211	129.2
Well-7	522676.498	3389109.185	1500.8906	1319.42	30.29696302	129.2
Well-7	522690.297	3389097.926	1539.7228	1352.948	30.29868017	129.2
Well-7	522704.096	3389086.668	1578.555	1386.476	30.29868017	129.2
Well-7	522717.895	3389075.409	1617.3861	1420.004	30.29590236	129.2
Well-7	522731.695	3389064.15	1656.2183	1453.532	30.29868017	129.2
Well-7	522745.494	3389052.891	1695.0505	1487.06	30.29868017	129.2
Well-7	522759.293	3389041.632	1733.8816	1520.588	30.29590236	129.2
Well-7	522762.969	3389038.633	1744.2271	1529.52	30.3028393	129.2
Well-7	522773.092	3389030.374	1772.7138	1554.116	30.29716957	129.2
Well-7	522786.891	3389019.115	1811.546	1587.644	30.29868017	129.2
Well-7	522800.691	3389007.856	1850.3782	1621.172	30.29868017	129.2
Well-7	522814.49	3388996.597	1889.2093	1654.7	30.29590236	129.2
Well-7	522828.289	3388985.338	1928.0415	1688.228	30.29868017	129.2
Well-7	522842.088	3388974.08	1966.8737	1721.756	30.29868017	129.2
Well-7	522850.346	3388967.342	1990.1112	1741.82	30.29586581	129.2
Well-7	522855.887	3388962.821	2005.7048	1755.284	30.29595683	129.2
Well-7	522869.687	3388951.562	2044.537	1788.812	30.29868017	129.2
Well-7	522880.136	3388943.037	2073.9411	1814.2	30.29756331	129.2
Well-7	522883.486	3388940.303	2083.3692	1822.34	30.30216313	129.2
Well-7	522894.17	3388931.586	2113.4355	1848.3	30.29663687	129.2
Well-7	522894.94	3388930.958	2115.6014	1850.17	30.30149025	129.2
Well-7	522897.285	3388929.044	2122.2003	1855.868	30.2907211	129.2
Well-7	522902.093	3388925.121	2135.7303	1867.55	30.29783274	129.2
Well-7	522904.945	3388922.794	2143.757	1874.48	30.30307095	129.2
Well-7	522911.084	3388917.786	2161.0325	1889.396	30.2973036	129.2
Well-7	522924.883	3388906.527	2199.8647	1922.924	30.29868017	129.2
Well-7	522932.562	3388900.262	2221.472	1941.58	30.29814298	129.2
Well-7	522932.958	3388899.939	2222.5863	1942.5425	30.25733815	129.2
Well-7	522937.43	3388896.29	2235.1714	1953.4083	30.3010769	129.2
Well-7	522938.683	3388895.268	2238.6958	1956.452	30.275866	129.2
Well-7	522939.353	3388894.721	2240.5823	1958.08	30.34786558	129.2
Well-7	522952.482	3388884.009	2277.528	1989.98	30.29616675	129.2
Well-7	522954.249	3388882.568	2282.5	1994.2733	30.28863896	129.2
Well-7	522957.837	3388879.64	2292.5969	2002.9908	30.30133318	129.2
Well-63	522230.39	3389453.81	0	-21.7	0	0
Well-63	522230.39	3389453.81	77	55.3	0	0
Well-63	522230.39	3389453.81	92.62	70.92	0	0
Well-63	522230.39	3389453.81	110	88.3	2.26E-06	0
Well-63	522230.079	3389454.091	134.1175	112.412	1.223660906	312.1
Well-63	522228.608	3389455.419	167.7203	145.94	3.823677807	312.1
Well-63	522228.265	3389455.728	173.0245	151.22	5.475208039	312.1
Well-63	522225.917	3389457.848	201.4892	179.468	7.074401225	312.1
Well-63	522221.983	3389461.4	235.5243	212.996	9.902882443	312.1
Well-63	522216.77	3389466.106	269.9345	246.524	13.00198952	312.1
Well-63	522210.229	3389472.011	304.8408	280.052	16.15463293	312.1
Well-63	522202.293	3389479.175	340.3763	313.58	19.35085889	312.1
Well-63	522197.2	3389483.773	360.6449	332.39	21.86922361	312.1
Well-63	522192.878	3389487.675	376.6961	347.108	23.51713402	312.1
Well-63	522191.281	3389489.116	382.4018	352.3	24.49917724	312.1
Well-63	522181.873	3389497.61	413.9861	380.636	26.21346348	312.1
Well-63	522172.839	3389505.766	441.6962	404.8943	28.90389137	312.1
Well-63	522169.205	3389509.047	452.4168	414.164	30.155819	312.1
Well-63	522156.061	3389520.912	491.1918	447.692	30.15371742	312.1
Well-63	522150.378	3389526.043	507.958	462.19	30.14971755	312.1
Well-63	522142.918	3389532.778	529.9668	481.22	30.15676419	312.1
Well-63	522129.774	3389544.644	568.7418	514.748	30.15371742	312.1
Well-63	522116.631	3389556.509	607.5168	548.276	30.15371742	312.1
Well-63	522103.487	3389568.375	646.2918	581.804	30.15371742	312.1
Well-63	522090.344	3389580.241	685.0679	615.332	30.15651516	312.1
Well-63	522077.201	3389592.106	723.8429	648.86	30.15371742	312.1
Well-63	522064.057	3389603.972	762.6179	682.388	30.15371742	312.1
Well-63	522050.914	3389615.838	801.3929	715.916	30.15371742	312.1
Well-63	522037.77	3389627.703	840.1679	749.444	30.15371742	312.1
Well-63	522024.627	3389639.569	878.9429	782.972	30.15371742	312.1
Well-63	522011.483	3389651.435	917.719	816.5	30.15651516	312.1
Well-63	522000.962	3389660.933	948.7588	843.34	30.15195602	312.1
Well-63	521998.34	3389663.3	956.494	850.028	30.16078463	312.1
Well-63	521985.196	3389675.166	995.269	883.556	30.15371742	312.1
Well-63	521972.053	3389687.032	1034.044	917.084	30.15371742	312.1
Well-63	521958.909	3389698.897	1072.819	950.612	30.15371742	312.1
Well-63	521945.766	3389710.763	1111.5951	984.14	30.15651516	312.1
Well-63	521942.575	3389713.644	1121.0089	992.28	30.15290071	312.1
Well-63	521932.622	3389722.629	1150.3701	1017.668	30.15397927	312.1
Well-63	521919.479	3389734.494	1189.1451	1051.196	30.15371742	312.1
Well-63	521906.335	3389746.36	1227.9201	1084.724	30.15371742	312.1
Well-63	521893.192	3389758.225	1266.6951	1118.252	30.15371742	312.1
Well-63	521880.048	3389770.091	1305.4701	1151.78	30.15371742	312.1
Well-63	521866.905	3389781.957	1344.2462	1185.308	30.15651516	312.1
Well-63	521853.762	3389793.822	1383.0212	1218.836	30.15371742	312.1
Well-63	521840.618	3389805.688	1421.7962	1252.364	30.15371742	312.1
Well-63	521827.475	3389817.554	1460.5712	1285.892	30.15371742	312.1
Well-63	521825.241	3389819.57	1467.1613	1291.59	30.1594853	312.1
Well-63	521814.331	3389829.419	1499.3462	1319.42	30.15253628	312.1
Well-63	521801.188	3389841.285	1538.1223	1352.948	30.15651516	312.1
Well-63	521788.044	3389853.151	1576.8973	1386.476	30.15371742	312.1
Well-63	521774.901	3389865.016	1615.6723	1420.004	30.15371742	312.1
Well-63	521761.757	3389876.882	1654.4473	1453.532	30.15371742	312.1
Well-63	521748.614	3389888.748	1693.2223	1487.06	30.15371742	312.1
Well-63	521735.47	3389900.613	1731.9973	1520.588	30.15371742	312.1
Well-63	521731.969	3389903.774	1742.3274	1529.52	30.15636357	312.1
Well-63	521722.327	3389912.479	1770.7734	1554.116	30.15657021	312.1
Well-63	521709.183	3389924.345	1809.5484	1587.644	30.15371742	312.1
Well-63	521696.04	3389936.21	1848.3234	1621.172	30.15371742	312.1
Well-63	521682.896	3389948.076	1887.0984	1654.7	30.15371742	312.1
Well-63	521669.753	3389959.942	1925.8734	1688.228	30.15371742	312.1
Well-63	521656.609	3389971.807	1964.6495	1721.756	30.15651516	312.1
Well-63	521648.744	3389978.908	1987.8529	1741.82	30.15143477	312.1
Well-63	521643.466	3389983.673	2003.4245	1755.284	30.15711854	312.1
Well-63	521630.322	3389995.539	2042.1995	1788.812	30.15371742	312.1
Well-63	521620.37	3390004.524	2071.5607	1814.2	30.15397927	312.1
