well	X	Y	MD	TVDSS	INCL	AZIM
Well-105	525977.51	3397904.145	676.5209	648.86	8.83505192	4.2
Well-105	525977.853	3397908.874	710.4526	682.388	8.846993745	4.2
Well-105	525978.196	3397913.602	744.3832	715.916	8.83505192	4.2
Well-105	525978.539	3397918.331	778.3149	749.444	8.846993745	4.2
Well-105	525978.883	3397923.059	812.2455	782.972	8.83505192	4.2
Well-105	525979.226	3397927.788	846.1772	816.5	8.846993745	4.2
Well-105	525979.501	3397931.573	873.3395	843.34	8.835169462	4.2
Well-105	525979.569	3397932.516	880.1078	850.028	8.834580187	4.2
Well-105	525979.912	3397937.245	914.0395	883.556	8.846993745	4.2
Well-105	525980.256	3397941.974	947.9701	917.084	8.83505192	4.2
Well-105	525980.599	3397946.702	981.9018	950.612	8.846993745	4.2
Well-105	525980.942	3397951.431	1015.8324	984.14	8.83505192	4.2
Well-105	525981.025	3397952.579	1024.0703	992.28	8.842025402	4.2
Well-105	525981.285	3397956.159	1049.7641	1017.668	8.848586101	4.2
Well-105	525981.628	3397960.888	1083.6947	1051.196	8.83505192	4.2
Well-105	525981.972	3397965.616	1117.6264	1084.724	8.846993745	4.2
Well-105	525982.315	3397970.345	1151.557	1118.252	8.83505192	4.2
Well-105	525982.658	3397975.073	1185.4887	1151.78	8.846993745	4.2
Well-105	525983.001	3397979.802	1219.4193	1185.308	8.83505192	4.2
Well-105	525983.345	3397984.53	1253.351	1218.836	8.846993745	4.2
Well-105	525983.688	3397989.259	1287.2816	1252.364	8.83505192	4.2
Well-105	525984.031	3397993.987	1321.2133	1285.892	8.846993745	4.2
Well-105	525984.089	3397994.791	1326.9795	1291.59	8.820921376	4.2
Well-105	525984.374	3397998.716	1355.1439	1319.42	8.837942153	4.2
Well-105	525984.717	3398003.444	1389.0756	1352.948	8.846993745	4.2
Well-105	525985.061	3398008.173	1423.0062	1386.476	8.83505192	4.2
Well-105	525985.404	3398012.901	1456.9379	1420.004	8.846993745	4.2
Well-105	525985.747	3398017.63	1490.8685	1453.532	8.83505192	4.2
Well-105	525986.09	3398022.358	1524.8002	1487.06	8.846993745	4.2
Well-105	525986.434	3398027.087	1558.7308	1520.588	8.83505192	4.2
Well-105	525986.525	3398028.347	1567.7706	1529.52	8.857274982	4.2
Well-105	525986.777	3398031.815	1592.6625	1554.116	8.843257052	4.2
Well-105	525987.12	3398036.544	1626.5942	1587.644	8.846993745	4.2
Well-105	525987.463	3398041.272	1660.5248	1621.172	8.83505192	4.2
Well-105	525987.807	3398046.001	1694.4565	1654.7	8.846993745	4.2
Well-105	525988.15	3398050.729	1728.3871	1688.228	8.83505192	4.2
Well-105	525988.493	3398055.458	1762.3188	1721.756	8.846993745	4.2
Well-105	525988.698	3398058.288	1782.6237	1741.82	8.834580187	4.2
Well-105	525988.836	3398060.186	1796.2494	1755.284	8.835754845	4.2
Well-105	525989.179	3398064.915	1830.1811	1788.812	8.846993745	4.2
Well-105	525989.439	3398068.496	1855.8738	1814.2	8.832814842	4.2
Well-105	525989.523	3398069.644	1864.1117	1822.34	8.842025402	4.2
Well-105	525989.788	3398073.305	1890.3841	1848.3	8.844525794	4.2
Well-105	525989.808	3398073.568	1892.2761	1850.17	8.746013283	4.2
Well-105	525989.866	3398074.372	1898.0434	1855.868	8.89106554	4.2
Well-105	525989.985	3398076.02	1909.8651	1867.55	8.817073811	4.2
Well-105	525990.056	3398076.997	1916.8787	1874.48	8.855286287	4.2
Well-105	525990.209	3398079.101	1931.974	1889.396	8.839703829	4.2
Well-105	525990.552	3398083.829	1965.9057	1922.924	8.846993745	4.2
Well-105	525990.743	3398086.46	1984.7861	1941.58	8.842489367	4.2
Well-105	525990.896	3398088.558	1999.8363	1956.452	8.825712887	4.2
Well-105	525990.912	3398088.787	2001.4841	1958.08	8.891065539	4.2
Well-105	525991.026	3398090.357	2012.7459	1969.2087	8.81762076	4.2
Well-105	525991.239	3398093.286	2033.768	1989.98	8.85923184	4.2
Well-105	525991.43	3398095.92	2052.6682	2008.6558	8.837847211	4.2
Well-105	525991.582	3398098.015	2067.6986	2023.508	8.831535693	4.2
Well-105	525991.844	3398101.618	2093.553	2049.0555	8.836888633	4.2
Well-119	525960.78	3397841.6	0	-21.7	0	0
Well-119	525960.78	3397841.6	77	55.3	0	0
Well-119	525960.78	3397841.6	92.62	70.92	0	0
Well-119	525960.78	3397841.6	110	88.3	2.26E-06	0
Well-119	525960.521	3397841.93	134.1175	112.412	1.223660906	321.8
Well-119	525959.295	3397843.487	167.7203	145.94	3.823677807	321.8
Well-119	525959.01	3397843.849	173.0245	151.22	5.475208039	321.8
Well-119	525957.053	3397846.335	201.4892	179.468	7.074401225	321.8
Well-119	525953.775	3397850.5	235.5243	212.996	9.902882443	321.8
Well-119	525949.431	3397856.018	269.9345	246.524	13.00198952	321.8
Well-119	525943.98	3397862.943	304.8408	280.052	16.15463293	321.8
Well-119	525937.368	3397871.344	340.3763	313.58	19.35085889	321.8
Well-119	525933.124	3397876.736	360.6449	332.39	21.86922361	321.8
Well-119	525929.523	3397881.311	376.6961	347.108	23.51713402	321.8
Well-119	525928.192	3397883.001	382.4018	352.3	24.49917724	321.8
Well-119	525920.352	3397892.961	413.9861	380.636	26.21346348	321.8
Well-119	525909.736	3397906.448	452.4707	414.164	29.40095542	321.8
Well-119	525900.043	3397918.763	484.4829	441.1338	32.59652707	321.8
Well-119	525897.551	3397921.929	492.3974	447.692	34.04163628	321.8
Well-119	525892.043	3397928.926	509.8951	462.19	34.0482838	321.8
Well-119	525884.814	3397938.11	532.8609	481.22	34.04241029	321.8
Well-119	525872.077	3397954.292	573.3244	514.748	34.04495029	321.8
Well-119	525859.34	3397970.473	613.7868	548.276	34.04264484	321.8
Well-119	525846.603	3397986.655	654.2503	581.804	34.04495029	321.8
Well-119	525833.866	3398002.836	694.7127	615.332	34.04264484	321.8
Well-119	525821.129	3398019.018	735.1762	648.86	34.04495029	321.8
Well-119	525808.392	3398035.2	775.6386	682.388	34.04264484	321.8
Well-119	525795.655	3398051.381	816.1021	715.916	34.04495029	321.8
Well-119	525782.918	3398067.563	856.5645	749.444	34.04264484	321.8
Well-119	525770.182	3398083.744	897.028	782.972	34.04495029	321.8
Well-119	525757.445	3398099.926	937.4915	816.5	34.04495029	321.8
Well-119	525747.248	3398112.88	969.8832	843.34	34.04405838	321.8
Well-119	525744.708	3398116.107	977.9539	850.028	34.03697112	321.8
Well-119	525731.971	3398132.289	1018.4174	883.556	34.04495029	321.8
Well-119	525719.234	3398148.471	1058.8798	917.084	34.04264484	321.8
Well-119	525706.497	3398164.652	1099.3433	950.612	34.04495029	321.8
Well-119	525693.76	3398180.834	1139.8057	984.14	34.04264484	321.8
Well-119	525690.667	3398184.762	1149.6298	992.28	34.04740498	321.8
Well-119	525681.023	3398197.015	1180.2692	1017.668	34.04416319	321.8
Well-119	525668.286	3398213.197	1220.7316	1051.196	34.04264484	321.8
Well-119	525655.549	3398229.378	1261.1951	1084.724	34.04495029	321.8
Well-119	525642.812	3398245.56	1301.6586	1118.252	34.04495029	321.8
Well-119	525630.075	3398261.741	1342.121	1151.78	34.04264484	321.8
Well-119	525617.338	3398277.923	1382.5845	1185.308	34.04495029	321.8
Well-119	525604.601	3398294.105	1423.0469	1218.836	34.04264484	321.8
Well-119	525591.864	3398310.286	1463.5104	1252.364	34.04495029	321.8
Well-119	525579.127	3398326.468	1503.9728	1285.892	34.04264484	321.8
Well-119	525576.963	3398329.218	1510.85	1291.59	34.05147354	321.8
Well-119	525566.39	3398342.649	1544.4363	1319.42	34.04361444	321.8
Well-119	525553.653	3398358.831	1584.8987	1352.948	34.04264484	321.8
Well-119	525540.916	3398375.012	1625.3622	1386.476	34.04495029	321.8
Well-119	525528.179	3398391.194	1665.8257	1420.004	34.04495029	321.8
Well-119	525515.442	3398407.376	1706.2881	1453.532	34.04264484	321.8
Well-119	525502.705	3398423.557	1746.7516	1487.06	34.04495029	321.8
Well-119	525489.968	3398439.739	1787.214	1520.588	34.04264484	321.8
Well-119	525486.575	3398444.049	1797.994	1529.52	34.04773237	321.8
Well-119	525477.232	3398455.92	1827.6775	1554.116	34.04393988	321.8
Well-119	525464.495	3398472.102	1868.1399	1587.644	34.04264484	321.8
Well-119	525451.758	3398488.283	1908.6034	1621.172	34.04495029	321.8
Well-119	525439.021	3398504.465	1949.0658	1654.7	34.04264484	321.8
Well-119	525426.284	3398520.646	1989.5293	1688.228	34.04495029	321.8
Well-119	525413.547	3398536.828	2029.9928	1721.756	34.04495029	321.8
Well-119	525405.925	3398546.511	2054.206	1741.82	34.04082457	321.8
Well-119	525400.81	3398553.01	2070.4552	1755.284	34.0453571	321.8
Well-119	525388.073	3398569.191	2110.9187	1788.812	34.04495029	321.8
Well-119	525378.428	3398581.444	2141.5581	1814.2	34.04416319	321.8
Well-119	525375.336	3398585.373	2151.3811	1822.34	34.03790852	321.8
Well-119	525365.474	3398597.902	2182.7113	1848.3	34.04547386	321.8
Well-119	525364.764	3398598.804	2184.9674	1850.17	34.01778362	321.8
Well-119	525362.599	3398601.554	2191.8446	1855.868	34.05147354	321.8
Well-119	525358.161	3398607.192	2205.9422	1867.55	34.0395184	321.8
Well-119	525355.528	3398610.537	2214.3066	1874.48	34.05388414	321.8
Well-119	525349.862	3398617.736	2232.307	1889.396	34.0398698	321.8
Well-119	525337.125	3398633.917	2272.7705	1922.924	34.04495029	321.8
Well-119	525330.038	3398642.921	2295.2853	1941.58	34.04373235	321.8
Well-119	525324.388	3398650.099	2313.2329	1956.452	34.04128055	321.8
Well-119	525323.77	3398650.885	2315.1986	1958.08	34.08534636	321.8
Well-119	525313.06	3398664.49	2349.2194	1986.2708	34.04130327	321.8
Well-119	525311.651	3398666.281	2353.6964	1989.98	34.05491564	321.8
Well-119	525303.67	3398676.42	2379.0503	2010.9889	34.04215038	321.8
Well-119	525298.914	3398682.462	2394.1599	2023.508	34.04964807	321.8
Well-119	525289.994	3398693.794	2422.4959	2046.9875	34.04375953	321.8
Well-120	525949.29	3397851.24	0	-21.7	0	0
Well-120	525949.29	3397851.24	77	55.3	0	0
Well-120	525949.29	3397851.24	92.62	70.92	0	0
Well-120	525949.29	3397851.24	110	88.3	2.26E-06	0
Well-120	525949.272	3397851.659	134.1175	112.412	1.223660906	357.5
Well-120	525949.187	3397853.639	167.7203	145.94	3.823677807	357.5
Well-120	525949.167	3397854.1	173.0245	151.22	5.475208039	357.5
Well-120	525949.031	3397857.261	201.4892	179.468	7.074401225	357.5
Well-120	525948.803	3397862.556	235.5243	212.996	9.902882443	357.5
Well-120	525948.501	3397869.572	269.9345	246.524	13.00198952	357.5
Well-120	525948.122	3397878.377	304.8408	280.052	16.15463293	357.5
Well-120	525947.662	3397889.058	340.3763	313.58	19.35085889	357.5
Well-120	525947.367	3397895.913	360.6449	332.39	21.86922361	357.5
Well-120	525947.117	3397901.73	376.6961	347.108	23.51713402	357.5
Well-120	525947.024	3397903.879	382.4018	352.3	24.49917724	357.5
Well-120	525946.479	3397916.543	413.9861	380.636	26.21346348	357.5
Well-120	525945.741	3397933.691	452.4707	414.164	29.40095542	357.5
Well-120	525944.892	3397953.428	492.4315	447.692	32.96298566	357.5
Well-120	525944.486	3397962.848	510.2581	462.19	35.58244978	357.5
Well-120	525943.916	3397976.099	534.2392	481.22	37.48227951	357.5
Well-120	525942.793	3398002.176	578.3888	514.748	40.58708497	357.5
Well-120	525942.105	3398018.168	603.8593	533.1499	43.74047208	357.5
Well-120	525941.516	3398031.858	625.2136	548.276	44.90000531	357.5
Well-120	525940.21	3398062.199	672.5433	581.804	44.89573296	357.5
Well-120	525938.904	3398092.541	719.873	615.332	44.89573296	357.5
Well-120	525937.598	3398122.883	767.2038	648.86	44.89706939	357.5
Well-120	525936.292	3398153.225	814.5335	682.388	44.89573296	357.5
Well-120	525934.986	3398183.567	861.8643	715.916	44.89706939	357.5
Well-120	525933.68	3398213.908	909.194	749.444	44.89573296	357.5
Well-120	525932.374	3398244.25	956.5248	782.972	44.89706939	357.5
Well-120	525931.068	3398274.592	1003.8545	816.5	44.89573296	357.5
Well-120	525930.023	3398298.881	1041.744	843.34	44.8970913	357.5
Well-120	525929.762	3398304.934	1051.1853	850.028	44.89698147	357.5
Well-120	525928.456	3398335.276	1098.515	883.556	44.89573296	357.5
Well-120	525927.15	3398365.617	1145.8447	917.084	44.89573296	357.5
Well-120	525925.844	3398395.959	1193.1755	950.612	44.89706939	357.5
Well-120	525924.538	3398426.301	1240.5052	984.14	44.89573296	357.5
Well-120	525924.221	3398433.667	1251.9969	992.28	44.90020422	357.5
Well-120	525923.232	3398456.643	1287.836	1017.668	44.89606418	357.5
Well-120	525921.926	3398486.984	1335.1657	1051.196	44.89573296	357.5
Well-120	525920.62	3398517.326	1382.4965	1084.724	44.89706939	357.5
Well-120	525919.314	3398547.668	1429.8262	1118.252	44.89573296	357.5
Well-120	525918.008	3398578.01	1477.157	1151.78	44.89706939	357.5
Well-120	525916.702	3398608.352	1524.4867	1185.308	44.89573296	357.5
Well-120	525915.396	3398638.693	1571.8164	1218.836	44.89573296	357.5
Well-120	525914.09	3398669.035	1619.1472	1252.364	44.89706939	357.5
Well-120	525912.784	3398699.377	1666.4769	1285.892	44.89573296	357.5
Well-120	525912.563	3398704.534	1674.5212	1291.59	44.90099043	357.5
Well-120	525911.478	3398729.719	1713.8077	1319.42	44.89626649	357.5
Well-120	525910.173	3398760.061	1761.1374	1352.948	44.89573296	357.5
Well-120	525908.867	3398790.402	1808.4682	1386.476	44.89706939	357.5
Well-120	525907.561	3398820.744	1855.7979	1420.004	44.89573296	357.5
Well-120	525906.255	3398851.086	1903.1276	1453.532	44.89573296	357.5
Well-120	525904.949	3398881.428	1950.4584	1487.06	44.89706939	357.5
Well-120	525903.643	3398911.77	1997.7881	1520.588	44.89573296	357.5
Well-120	525903.295	3398919.853	2010.3974	1529.52	44.89787252	357.5
Well-120	525902.337	3398942.111	2045.1189	1554.116	44.89677773	357.5
Well-120	525901.031	3398972.453	2092.4486	1587.644	44.89573296	357.5
Well-120	525899.725	3399002.795	2139.7794	1621.172	44.89706939	357.5
Well-120	525898.419	3399033.137	2187.1091	1654.7	44.89573296	357.5
Well-120	525897.113	3399063.479	2234.4399	1688.228	44.89706939	357.5
Well-120	525895.807	3399093.82	2281.7696	1721.756	44.89573296	357.5
Well-120	525895.025	3399111.978	2310.0935	1741.82	44.89698147	357.5
Well-120	525894.501	3399124.162	2329.0993	1755.284	44.89387228	357.5
Well-120	525893.195	3399154.504	2376.4301	1788.812	44.89706939	357.5
Well-120	525892.206	3399177.479	2412.2692	1814.2	44.89606418	357.5
Well-120	525891.889	3399184.846	2423.7598	1822.34	44.89469987	357.5
Well-120	525890.878	3399208.339	2460.4074	1848.3	44.89768548	357.5
Well-120	525890.805	3399210.031	2463.0463	1850.17	44.87655666	357.5
Well-120	525890.583	3399215.188	2471.0906	1855.868	44.90099043	357.5
Well-120	525890.128	3399225.759	2487.5818	1867.55	44.89691839	357.5
Well-120	525889.858	3399232.031	2497.3641	1874.48	44.89330169	357.5
Well-120	525889.277	3399245.529	2518.4203	1889.396	44.89593402	357.5
Well-120	525887.971	3399275.871	2565.7511	1922.924	44.89706939	357.5
Well-120	525887.244	3399292.754	2592.0862	1941.58	44.89445318	357.5
Well-120	525886.665	3399306.213	2613.0808	1956.452	44.89733825	357.5
Well-120	525886.602	3399307.686	2615.3787	1958.08	44.88919393	357.5
Well-120	525885.359	3399336.555	2660.4116	1989.98	44.89747123	357.5
Well-120	525884.886	3399347.549	2677.5617	2002.1295	44.89336902	357.5
Well-120	525884.17	3399364.18	2703.5041	2020.5061	44.89823343	357.5
Well-120	525884.053	3399366.897	2707.7413	2023.508	44.88999097	357.5
Well-120	525882.747	3399397.238	2755.071	2057.036	44.89573296	357.5
Well-120	525882.744	3399397.317	2755.1942	2057.1229	45.14159569	357.5
Well-94	528123.8	3400412.16	0	-21.7	0	0
Well-94	528123.8	3400412.16	77	55.3	0	0
Well-94	528123.8	3400412.16	92.62	70.92	0	0
Well-94	528123.8	3400412.16	110	88.3	2.26E-06	0
Well-94	528124.214	3400412.091	134.1175	112.412	1.223660906	99.4
Well-94	528126.169	3400411.767	167.7203	145.94	3.823677807	99.4
Well-94	528126.624	3400411.691	173.0245	151.22	5.475208039	99.4
Well-94	528129.745	3400411.173	201.4892	179.468	7.074401225	99.4
Well-94	528134.973	3400410.305	235.5243	212.996	9.902882443	99.4
Well-94	528141.901	3400409.154	269.9345	246.524	13.00198952	99.4
Well-94	528150.595	3400407.711	304.8408	280.052	16.15463293	99.4
Well-94	528161.141	3400405.959	340.3763	313.58	19.35085889	99.4
Well-94	528167.91	3400404.835	360.6449	332.39	21.86922361	99.4
Well-94	528173.654	3400403.881	376.6961	347.108	23.51713402	99.4
Well-94	528175.776	3400403.529	382.4018	352.3	24.49917724	99.4
Well-94	528188.28	3400401.453	413.9861	380.636	26.21346348	99.4
Well-94	528194.051	3400400.494	427.5788	392.6095	28.25163446	99.4
Well-94	528204.709	3400398.725	452.1924	414.164	28.87028495	99.4
Well-94	528221.287	3400395.972	490.479	447.692	28.87075576	99.4
Well-94	528228.456	3400394.781	507.0351	462.19	28.87333797	99.4
Well-94	528237.866	3400393.219	528.7656	481.22	28.86878828	99.4
Well-94	528254.445	3400390.466	567.0533	514.748	28.87374112	99.4
Well-94	528271.023	3400387.713	605.3399	548.276	28.87075576	99.4
Well-94	528287.602	3400384.96	643.6265	581.804	28.87075576	99.4
Well-94	528304.18	3400382.207	681.9131	615.332	28.87075576	99.4
Well-94	528320.759	3400379.454	720.1997	648.86	28.87075576	99.4
Well-94	528337.338	3400376.701	758.4863	682.388	28.87075576	99.4
Well-94	528353.916	3400373.948	796.7729	715.916	28.87075576	99.4
Well-94	528370.495	3400371.195	835.0595	749.444	28.87075576	99.4
Well-94	528387.074	3400368.442	873.3461	782.972	28.87075576	99.4
Well-94	528403.652	3400365.689	911.6327	816.5	28.87075576	99.4
Well-94	528416.924	3400363.485	942.282	843.34	28.87049146	99.4
Well-94	528420.231	3400362.936	949.9193	850.028	28.8718164	99.4
Well-94	528436.809	3400360.183	988.2059	883.556	28.87075576	99.4
Well-94	528453.388	3400357.43	1026.4925	917.084	28.87075576	99.4
Well-94	528469.967	3400354.677	1064.7791	950.612	28.87075576	99.4
Well-94	528486.545	3400351.924	1103.0657	984.14	28.87075576	99.4
Well-94	528490.57	3400351.255	1112.3607	992.28	28.86736642	99.4
Well-94	528503.124	3400349.171	1141.3523	1017.668	28.87184234	99.4
Well-94	528519.702	3400346.418	1179.6389	1051.196	28.87075576	99.4
Well-94	528536.281	3400343.665	1217.9255	1084.724	28.87075576	99.4
Well-94	528552.86	3400340.912	1256.2121	1118.252	28.87075576	99.4
Well-94	528569.438	3400338.159	1294.4987	1151.78	28.87075576	99.4
Well-94	528586.017	3400335.406	1332.7853	1185.308	28.87075576	99.4
Well-94	528602.595	3400332.653	1371.0719	1218.836	28.87075576	99.4
Well-94	528619.174	3400329.9	1409.3585	1252.364	28.87075576	99.4
Well-94	528635.753	3400327.147	1447.6451	1285.892	28.87075576	99.4
Well-94	528638.57	3400326.679	1454.1516	1291.59	28.86736642	99.4
Well-94	528652.331	3400324.394	1485.9317	1319.42	28.87144963	99.4
Well-94	528668.91	3400321.641	1524.2183	1352.948	28.87075576	99.4
Well-94	528685.489	3400318.888	1562.5049	1386.476	28.87075576	99.4
Well-94	528702.067	3400316.135	1600.7915	1420.004	28.87075576	99.4
Well-94	528718.646	3400313.382	1639.0781	1453.532	28.87075576	99.4
Well-94	528735.224	3400310.629	1677.3647	1487.06	28.87075576	99.4
Well-94	528751.803	3400307.876	1715.6513	1520.588	28.87075576	99.4
Well-94	528756.22	3400307.142	1725.8516	1529.52	28.87675544	99.4
Well-94	528768.382	3400305.123	1753.9379	1554.116	28.86857653	99.4
Well-94	528784.96	3400302.37	1792.2256	1587.644	28.87374112	99.4
Well-94	528801.539	3400299.617	1830.5122	1621.172	28.87075576	99.4
Well-94	528818.117	3400296.864	1868.7988	1654.7	28.87075576	99.4
Well-94	528834.696	3400294.111	1907.0854	1688.228	28.87075576	99.4
Well-94	528851.275	3400291.358	1945.372	1721.756	28.87075576	99.4
Well-94	528861.196	3400289.71	1968.2828	1741.82	28.86682696	99.4
Well-94	528867.853	3400288.605	1983.6586	1755.284	28.87660898	99.4
Well-94	528884.432	3400285.852	2021.9452	1788.812	28.87075576	99.4
Well-94	528896.986	3400283.767	2050.9357	1814.2	28.86789932	99.4
Well-94	528901.011	3400283.099	2060.2318	1822.34	28.87966209	99.4
Well-94	528913.847	3400280.967	2089.8757	1848.3	28.8687214	99.4
Well-94	528914.772	3400280.814	2092.0119	1850.17	28.90928476	99.4
Well-94	528917.589	3400280.346	2098.5184	1855.868	28.86736642	99.4
Well-94	528923.366	3400279.387	2111.8581	1867.55	28.86829291	99.4
Well-94	528926.792	3400278.818	2119.7715	1874.48	28.86853777	99.4
Well-94	528934.168	3400277.593	2136.805	1889.396	28.8737147	99.4
Well-94	528950.746	3400274.84	2175.0916	1922.924	28.87075576	99.4
Well-94	528959.971	3400273.308	2196.3953	1941.58	28.87012201	99.4
Well-94	528967.325	3400272.087	2213.3782	1956.452	28.87155072	99.4
Well-94	528968.13	3400271.953	2215.2372	1958.08	28.86736642	99.4
Well-94	528980.717	3400269.863	2244.3058	1983.5362	28.86869507	99.4
Well-94	528983.904	3400269.334	2251.6648	1989.98	28.87975022	99.4
Well-94	529000.482	3400266.581	2289.9514	2023.508	28.87075576	99.4
Well-94	529001.21	3400266.46	2291.6322	2024.9798	28.87747553	99.4
Well-94	529017.061	3400263.828	2328.238	2057.036	28.87044718	99.4
Well-94	529021.869	3400263.029	2339.3425	2066.76	28.87432193	99.4
Well-94	529027.929	3400262.023	2353.3367	2079.0151	28.86885674	99.4
Well-93	528112.31	3400421.8	0	-21.7	0	0
Well-93	528112.31	3400421.8	77	55.3	0	0
Well-93	528112.31	3400421.8	92.62	70.92	0	0
Well-93	528112.31	3400421.8	110	88.3	2.26E-06	0
Well-93	528112.454	3400421.406	134.1175	112.412	1.223660906	159.9
Well-93	528113.135	3400419.545	167.7203	145.94	3.823677807	159.9
Well-93	528113.293	3400419.112	173.0245	151.22	5.475208039	159.9
Well-93	528114.38	3400416.141	201.4892	179.468	7.074401225	159.9
Well-93	528116.201	3400411.163	235.5243	212.996	9.902882443	159.9
Well-93	528118.613	3400404.567	269.9345	246.524	13.00198952	159.9
Well-93	528121.641	3400396.291	304.8408	280.052	16.15463293	159.9
Well-93	528125.313	3400386.251	340.3763	313.58	19.35085889	159.9
Well-93	528127.67	3400379.807	360.6449	332.39	21.86922361	159.9
Well-93	528129.67	3400374.339	376.6961	347.108	23.51713402	159.9
Well-93	528130.409	3400372.318	382.4018	352.3	24.49917724	159.9
Well-93	528134.763	3400360.414	413.9861	380.636	26.21346348	159.9
Well-93	528137.26	3400353.588	430.7985	395.4244	28.4043251	159.9
Well-93	528140.526	3400344.659	452.2584	414.164	29.16287637	159.9
Well-93	528146.369	3400328.685	490.6539	447.692	29.16412991	159.9
Well-93	528148.896	3400321.778	507.2562	462.19	29.16117043	159.9
Well-93	528152.212	3400312.711	529.0483	481.22	29.16120189	159.9
Well-93	528158.055	3400296.737	567.4438	514.748	29.16412991	159.9
Well-93	528163.898	3400280.763	605.8393	548.276	29.16412991	159.9
Well-93	528169.741	3400264.789	644.2348	581.804	29.16412991	159.9
Well-93	528175.584	3400248.815	682.6292	615.332	29.16118829	159.9
Well-93	528181.427	3400232.84	721.0247	648.86	29.16412991	159.9
Well-93	528187.27	3400216.866	759.4202	682.388	29.16412991	159.9
Well-93	528193.113	3400200.892	797.8157	715.916	29.16412991	159.9
Well-93	528198.956	3400184.918	836.2112	749.444	29.16412991	159.9
Well-93	528204.799	3400168.944	874.6056	782.972	29.16118829	159.9
Well-93	528210.642	3400152.97	913.0011	816.5	29.16412991	159.9
Well-93	528215.319	3400140.182	943.7373	843.34	29.16294367	159.9
Well-93	528216.485	3400136.996	951.3966	850.028	29.16888976	159.9
Well-93	528222.328	3400121.022	989.7921	883.556	29.16412991	159.9
Well-93	528228.171	3400105.047	1028.1865	917.084	29.16118829	159.9
Well-93	528234.014	3400089.073	1066.582	950.612	29.16412991	159.9
Well-93	528239.857	3400073.099	1104.9775	984.14	29.16412991	159.9
Well-93	528241.275	3400069.221	1114.2989	992.28	29.16036137	159.9
Well-93	528245.7	3400057.125	1143.373	1017.668	29.16533804	159.9
Well-93	528251.543	3400041.151	1181.7685	1051.196	29.16412991	159.9
Well-93	528257.386	3400025.177	1220.1629	1084.724	29.16118829	159.9
Well-93	528263.229	3400009.203	1258.5584	1118.252	29.16412991	159.9
Well-93	528269.072	3399993.228	1296.9539	1151.78	29.16412991	159.9
Well-93	528274.914	3399977.254	1335.3494	1185.308	29.16412991	159.9
Well-93	528280.757	3399961.28	1373.7449	1218.836	29.16412991	159.9
Well-93	528286.6	3399945.306	1412.1393	1252.364	29.16118829	159.9
Well-93	528292.443	3399929.332	1450.5348	1285.892	29.16412991	159.9
Well-93	528293.436	3399926.617	1457.06	1291.59	29.16382327	159.9
Well-93	528298.286	3399913.358	1488.9303	1319.42	29.16419269	159.9
Well-93	528304.129	3399897.384	1527.3258	1352.948	29.16412991	159.9
Well-93	528309.972	3399881.409	1565.7202	1386.476	29.16118829	159.9
Well-93	528315.815	3399865.435	1604.1157	1420.004	29.16412991	159.9
Well-93	528321.658	3399849.461	1642.5112	1453.532	29.16412991	159.9
Well-93	528327.501	3399833.487	1680.9067	1487.06	29.16412991	159.9
Well-93	528333.344	3399817.513	1719.3022	1520.588	29.16412991	159.9
Well-93	528334.901	3399813.257	1729.53	1529.52	29.15486884	159.9
Well-93	528339.187	3399801.539	1757.6966	1554.116	29.16348268	159.9
Well-93	528345.03	3399785.565	1796.0921	1587.644	29.16412991	159.9
Well-93	528350.873	3399769.59	1834.4876	1621.172	29.16412991	159.9
Well-93	528356.716	3399753.616	1872.8831	1654.7	29.16412991	159.9
Well-93	528362.559	3399737.642	1911.2775	1688.228	29.16118829	159.9
Well-93	528368.402	3399721.668	1949.673	1721.756	29.16412991	159.9
Well-93	528371.899	3399712.109	1972.6498	1741.82	29.16397509	159.9
Well-93	528374.245	3399705.694	1988.0685	1755.284	29.1643606	159.9
Well-93	528380.088	3399689.72	2026.464	1788.812	29.16412991	159.9
Well-93	528384.512	3399677.624	2055.537	1814.2	29.16145341	159.9
Well-93	528385.931	3399673.746	2064.8595	1822.34	29.17247536	159.9
Well-93	528390.455	3399661.377	2094.5881	1848.3	29.16344191	159.9
Well-93	528390.781	3399660.486	2096.7287	1850.17	29.12183217	159.9
Well-93	528391.774	3399657.771	2103.2539	1855.868	29.16382327	159.9
Well-93	528393.81	3399652.206	2116.6321	1867.55	29.16597443	159.9
Well-93	528395.017	3399648.904	2124.5686	1874.48	29.16959175	159.9
Well-93	528397.617	3399641.797	2141.6494	1889.396	29.1601469	159.9
Well-93	528403.46	3399625.823	2180.0449	1922.924	29.16412991	159.9
Well-93	528406.711	3399616.935	2201.4091	1941.58	29.16304766	159.9
Well-93	528409.303	3399609.849	2218.4404	1956.452	29.16548743	159.9
Well-93	528409.586	3399609.073	2220.3049	1958.08	29.17247536	159.9
Well-93	528414.114	3399596.696	2250.0544	1984.0587	29.16166561	159.9
Well-93	528415.146	3399593.875	2256.8359	1989.98	29.17264409	159.9
Well-93	528420.7	3399578.69	2293.3339	2021.8514	29.16300606	159.9
Well-93	528420.989	3399577.901	2295.2303	2023.508	29.12618329	159.9
Well-93	528426.832	3399561.927	2333.6258	2057.036	29.16412991	159.9
Well-93	528428.526	3399557.294	2344.7611	2066.76	29.1604162	159.9
